11/16/18|000010102|St. John's|OZONE-1HR|PPB|35|1|Newfoundland & Labrador DEC
11/16/18|000010102|St. John's|OZONE-8HR|PPB|35|8|Newfoundland & Labrador DEC
11/16/18|000010401|Mount Pearl|OZONE-1HR|PPB|36|1|Newfoundland & Labrador DEC
11/16/18|000010401|Mount Pearl|OZONE-8HR|PPB|37|8|Newfoundland & Labrador DEC
11/16/18|000010401|Mount Pearl|PM2.5-24hr|UG/M3|6.8|24|Newfoundland & Labrador DEC
11/16/18|000010501|Grand Falls Windsor|OZONE-1HR|PPB|39|1|Newfoundland & Labrador DEC
11/16/18|000010501|Grand Falls Windsor|OZONE-8HR|PPB|37|8|Newfoundland & Labrador DEC
11/16/18|000010601|Goose Bay|OZONE-1HR|PPB|38|1|Canadian Air and Precipitation Monitoring Network
11/16/18|000010601|Goose Bay|OZONE-8HR|PPB|33|8|Canadian Air and Precipitation Monitoring Network
11/16/18|000010602|MacPherson Avenue - |PM2.5-24hr|UG/M3|5.6|24|Environment Canada
11/16/18|000010801|Port au Choix|OZONE-1HR|PPB|29|1|Newfoundland & Labrador DEC
11/16/18|000010801|Port au Choix|OZONE-8HR|PPB|28|8|Newfoundland & Labrador DEC
11/16/18|000010901|Marystown/Burin|PM2.5-24hr|UG/M3|3.4|24|Environment Canada
11/16/18|000011002|FIREHALL-LABRADORCIT|PM2.5-24hr|UG/M3|1.6|24|Environment Canada
11/16/18|000020104|CHARLOTTETOWN|OZONE-1HR|PPB|35|1|Environment Canada
11/16/18|000020104|CHARLOTTETOWN|OZONE-8HR|PPB|33|8|Environment Canada
11/16/18|000020104|CHARLOTTETOWN|PM2.5-24hr|UG/M3|10|24|Environment Canada
11/16/18|000020301|WELLINGTON|OZONE-1HR|PPB|38|1|Environment Canada
11/16/18|000020301|WELLINGTON|OZONE-8HR|PPB|37|8|Environment Canada
11/16/18|000020301|WELLINGTON|PM2.5-24hr|UG/M3|-0|24|Environment Canada
11/16/18|000020401|SOUTHAMPTON|OZONE-1HR|PPB|38|1|Environment Canada
11/16/18|000020401|SOUTHAMPTON|OZONE-8HR|PPB|37|8|Environment Canada
11/16/18|000020401|SOUTHAMPTON|PM2.5-24hr|UG/M3|4.3|24|Environment Canada
11/16/18|000030113|JOHNSTON BUILDING -|PM2.5-24hr|UG/M3|4.9|24|Environment Canada
11/16/18|000030120|Lake Major|OZONE-1HR|PPB|41|1|Environment Canada
11/16/18|000030120|Lake Major|OZONE-8HR|PPB|39|8|Environment Canada
11/16/18|000030120|Lake Major|PM2.5-24hr|UG/M3|2.4|24|Environment Canada
11/16/18|000030201|PORT HAWKESBURY|OZONE-1HR|PPB|41|1|Environment Canada
11/16/18|000030201|PORT HAWKESBURY|OZONE-8HR|PPB|39|8|Environment Canada
11/16/18|000030310|SYDNEY|OZONE-1HR|PPB|41|1|Environment Canada
11/16/18|000030310|SYDNEY|OZONE-8HR|PPB|39|8|Environment Canada
11/16/18|000030310|SYDNEY|PM2.5-24hr|UG/M3|3.8|24|Environment Canada
11/16/18|000030310|SYDNEY|SO2-24HR|PPB|0|24|Environment Canada
11/16/18|000030502|Kejimkujik Site B|OZONE-1HR|PPB|40|1|Canadian Air and Precipitation Monitoring Network
11/16/18|000030502|Kejimkujik Site B|OZONE-8HR|PPB|39|8|Canadian Air and Precipitation Monitoring Network
11/16/18|000030701|AYLESFORD MOUNTAIN|OZONE-1HR|PPB|37|1|Environment Canada
11/16/18|000030701|AYLESFORD MOUNTAIN|OZONE-8HR|PPB|35|8|Environment Canada
11/16/18|000030701|AYLESFORD MOUNTAIN|PM2.5-24hr|UG/M3|9.1|24|Environment Canada
11/16/18|000030901|PICTOU|OZONE-1HR|PPB|34|1|Environment Canada
11/16/18|000030901|PICTOU|OZONE-8HR|PPB|35|8|Environment Canada
11/16/18|000030901|PICTOU|PM2.5-24hr|UG/M3|2.2|24|Environment Canada
11/16/18|000031101|KENTVILLE|OZONE-1HR|PPB|37|1|Environment Canada
11/16/18|000031101|KENTVILLE|OZONE-8HR|PPB|35|8|Environment Canada
11/16/18|000031101|KENTVILLE|PM2.5-24hr|UG/M3|5.5|24|Environment Canada
